,trip_id,uniqueid,qmodegrouping_Bike,qmodegrouping_Bus,qmodegrouping_Car,qmodegrouping_Commuter Rail,qmodegrouping_Ferry,qmodegrouping_For-Hire Vehicle,qmodegrouping_Other,qmodegrouping_Subway,qmodegrouping_Walk,qsustainablemode_No,qsustainablemode_Yes
0,3101674,101674,1,0,0,0,0,0,0,0,0,0,1
1,11202717,10202717,1,0,0,0,0,0,0,0,0,0,1
2,12202717,10202717,1,0,0,0,0,0,0,0,0,0,1
3,51200330,50200330,1,0,0,0,0,0,0,0,0,0,1
4,52200330,50200330,1,0,0,0,0,0,0,0,0,0,1
5,53200330,50200330,1,0,0,0,0,0,0,0,0,0,1
6,54200330,50200330,1,0,0,0,0,0,0,0,0,0,1
7,1100140,100140,1,0,0,0,0,0,0,0,0,0,1
8,1101712,101712,1,0,0,0,0,0,0,0,0,0,1
9,1102096,102096,1,0,0,0,0,0,0,0,0,0,1
10,1102138,102138,1,0,0,0,0,0,0,0,0,0,1
11,1103058,103058,1,0,0,0,0,0,0,0,0,0,1
12,1103224,103224,1,0,0,0,0,0,0,0,0,0,1
13,1103291,103291,1,0,0,0,0,0,0,0,0,0,1
14,1103836,103836,1,0,0,0,0,0,0,0,0,0,1
15,2100140,100140,1,0,0,0,0,0,0,0,0,0,1
16,2103058,103058,1,0,0,0,0,0,0,0,0,0,1
17,2103291,103291,1,0,0,0,0,0,0,0,0,0,1
18,2103639,103639,1,0,0,0,0,0,0,0,0,0,1
19,3100140,100140,1,0,0,0,0,0,0,0,0,0,1
20,3103836,103836,1,0,0,0,0,0,0,0,0,0,1
21,4100749,100749,1,0,0,0,0,0,0,0,0,0,1
22,4103836,103836,1,0,0,0,0,0,0,0,0,0,1
23,5100749,100749,1,0,0,0,0,0,0,0,0,0,1
24,5105414,105414,1,0,0,0,0,0,0,0,0,0,1
25,11200646,10200646,1,0,0,0,0,0,0,0,0,0,1
26,11200778,10200778,1,0,0,0,0,0,0,0,0,0,1
27,11200820,10200820,1,0,0,0,0,0,0,0,0,0,1
28,11201142,10201142,1,0,0,0,0,0,0,0,0,0,1
29,11202001,10202001,1,0,0,0,0,0,0,0,0,0,1
30,11203715,10203715,1,0,0,0,0,0,0,0,0,0,1
31,12200646,10200646,1,0,0,0,0,0,0,0,0,0,1
32,12200820,10200820,1,0,0,0,0,0,0,0,0,0,1
33,12201142,10201142,1,0,0,0,0,0,0,0,0,0,1
34,12202276,10202276,1,0,0,0,0,0,0,0,0,0,1
35,13200820,10200820,1,0,0,0,0,0,0,0,0,0,1
36,13200998,10200998,1,0,0,0,0,0,0,0,0,0,1
37,13202276,10202276,1,0,0,0,0,0,0,0,0,0,1
38,13202701,10202701,1,0,0,0,0,0,0,0,0,0,1
39,14200820,10200820,1,0,0,0,0,0,0,0,0,0,1
40,14200998,10200998,1,0,0,0,0,0,0,0,0,0,1
41,15204136,10204136,1,0,0,0,0,0,0,0,0,0,1
42,16204136,10204136,1,0,0,0,0,0,0,0,0,0,1
43,20204136,10204136,1,0,0,0,0,0,0,0,0,0,1
44,51200019,50200019,1,0,0,0,0,0,0,0,0,0,1
45,51200985,50200985,1,0,0,0,0,0,0,0,0,0,1
46,51200991,50200991,1,0,0,0,0,0,0,0,0,0,1
47,51201021,50201021,1,0,0,0,0,0,0,0,0,0,1
48,51201530,50201530,1,0,0,0,0,0,0,0,0,0,1
49,51201611,50201611,1,0,0,0,0,0,0,0,0,0,1
50,51201756,50201756,1,0,0,0,0,0,0,0,0,0,1
51,51202535,50202535,1,0,0,0,0,0,0,0,0,0,1
52,51202621,50202621,1,0,0,0,0,0,0,0,0,0,1
53,51202733,50202733,1,0,0,0,0,0,0,0,0,0,1
54,52200563,50200563,1,0,0,0,0,0,0,0,0,0,1
55,52200787,50200787,1,0,0,0,0,0,0,0,0,0,1
56,1100116,100116,0,0,0,0,0,0,0,0,1,0,1
57,52200991,50200991,1,0,0,0,0,0,0,0,0,0,1
58,52201021,50201021,1,0,0,0,0,0,0,0,0,0,1
59,52201062,50201062,1,0,0,0,0,0,0,0,0,0,1
60,52201530,50201530,1,0,0,0,0,0,0,0,0,0,1
61,52201611,50201611,1,0,0,0,0,0,0,0,0,0,1
62,52201756,50201756,1,0,0,0,0,0,0,0,0,0,1
63,52202535,50202535,1,0,0,0,0,0,0,0,0,0,1
64,52202621,50202621,1,0,0,0,0,0,0,0,0,0,1
65,53200019,50200019,1,0,0,0,0,0,0,0,0,0,1
66,53200716,50200716,1,0,0,0,0,0,0,0,0,0,1
67,53200787,50200787,1,0,0,0,0,0,0,0,0,0,1
68,53200991,50200991,1,0,0,0,0,0,0,0,0,0,1
69,53201530,50201530,1,0,0,0,0,0,0,0,0,0,1
70,53202733,50202733,1,0,0,0,0,0,0,0,0,0,1
71,53203033,50203033,1,0,0,0,0,0,0,0,0,0,1
72,54200173,50200173,1,0,0,0,0,0,0,0,0,0,1
73,54203033,50203033,1,0,0,0,0,0,0,0,0,0,1
74,55200716,50200716,1,0,0,0,0,0,0,0,0,0,1
75,55203033,50203033,1,0,0,0,0,0,0,0,0,0,1
76,1100012,100012,0,0,0,0,0,0,0,1,0,0,1
77,1100013,100013,0,0,0,0,0,0,0,0,1,0,1
78,1100017,100017,0,1,0,0,0,0,0,0,0,0,1
79,1100019,100019,0,1,0,0,0,0,0,0,0,0,1
80,1100020,100020,0,1,0,0,0,0,0,0,0,0,1
81,1100021,100021,0,0,0,0,0,0,0,0,1,0,1
82,1100023,100023,0,0,0,0,0,0,0,1,0,0,1
83,1100028,100028,0,0,0,0,0,0,0,1,0,0,1
84,1100031,100031,0,0,0,0,0,0,0,1,0,0,1
85,1100034,100034,0,0,0,0,0,0,0,0,1,0,1
86,1100036,100036,0,0,0,0,0,0,0,1,0,0,1
87,1100050,100050,0,1,0,0,0,0,0,0,0,0,1
88,1100058,100058,0,0,0,0,0,0,0,0,1,0,1
89,1100063,100063,0,0,0,0,0,0,0,1,0,0,1
90,1100067,100067,0,0,0,0,0,0,0,0,1,0,1
91,1100071,100071,0,0,0,0,0,0,0,1,0,0,1
92,1100075,100075,0,0,0,0,0,0,0,0,1,0,1
93,1100079,100079,0,0,0,0,1,0,0,0,0,0,1
94,1100081,100081,0,0,0,0,0,0,0,1,0,0,1
95,1100085,100085,0,0,0,0,0,0,0,0,1,0,1
96,1100090,100090,0,0,0,0,0,0,0,0,1,0,1
97,1100091,100091,0,0,1,0,0,0,0,0,0,1,0
98,1100092,100092,0,0,0,0,0,0,0,0,1,0,1
99,1100093,100093,0,0,0,0,0,0,0,1,0,0,1
100,1100094,100094,0,0,0,0,0,0,1,0,0,1,0
101,1100099,100099,0,0,1,0,0,0,0,0,0,1,0
102,1100104,100104,0,0,0,0,0,0,0,1,0,0,1
103,1100107,100107,0,0,0,0,0,0,0,1,0,0,1
104,1100112,100112,0,0,0,0,0,0,0,1,0,0,1
105,1100115,100115,0,0,1,0,0,0,0,0,0,1,0
106,1100121,100121,0,0,0,0,0,0,0,0,1,0,1
107,1100129,100129,0,0,0,0,0,0,0,0,1,0,1
108,1100132,100132,0,0,1,0,0,0,0,0,0,1,0
109,1100136,100136,0,0,1,0,0,0,0,0,0,1,0
110,1100142,100142,0,0,0,0,0,0,0,1,0,0,1
111,1100143,100143,0,0,1,0,0,0,0,0,0,1,0
112,1100146,100146,0,1,0,0,0,0,0,0,0,0,1
113,1100155,100155,0,0,0,0,0,0,1,0,0,1,0
114,1100158,100158,0,0,0,0,0,0,0,0,1,0,1
115,1100160,100160,0,0,0,0,0,0,1,0,0,1,0
116,1100161,100161,0,1,0,0,0,0,0,0,0,0,1
117,1100163,100163,0,0,0,0,0,0,0,0,1,0,1
118,1100166,100166,0,0,1,0,0,0,0,0,0,1,0
119,1100167,100167,0,0,0,0,0,0,0,1,0,0,1
120,1100170,100170,0,0,0,0,0,0,0,0,1,0,1
121,1100171,100171,0,0,1,0,0,0,0,0,0,1,0
122,1100175,100175,0,0,0,0,0,0,0,0,1,0,1
123,1100178,100178,0,1,0,0,0,0,0,0,0,0,1
124,1100181,100181,0,0,1,0,0,0,0,0,0,1,0
125,1100182,100182,0,0,1,0,0,0,0,0,0,1,0
126,1100183,100183,0,0,1,0,0,0,0,0,0,1,0
127,1100186,100186,0,0,0,0,0,0,0,0,1,0,1
128,1100189,100189,0,0,0,0,0,0,0,0,1,0,1
129,1100190,100190,0,0,0,0,0,0,0,0,1,0,1
130,1100191,100191,0,0,0,0,0,0,0,1,0,0,1
131,1100194,100194,0,0,0,0,0,1,0,0,0,1,0
132,1100197,100197,0,0,1,0,0,0,0,0,0,1,0
133,1100201,100201,0,1,0,0,0,0,0,0,0,0,1
134,1100203,100203,0,0,1,0,0,0,0,0,0,1,0
135,1100204,100204,0,0,0,0,0,0,0,0,1,0,1
136,1100208,100208,0,0,0,0,0,0,0,0,1,0,1
137,1100209,100209,0,0,0,0,0,0,0,1,0,0,1
138,1100211,100211,0,0,0,0,0,0,0,1,0,0,1
139,1100213,100213,0,0,1,0,0,0,0,0,0,1,0
140,1100215,100215,0,0,0,0,0,0,0,0,1,0,1
141,1100218,100218,0,0,1,0,0,0,0,0,0,1,0
142,1100220,100220,0,0,0,0,0,0,0,1,0,0,1
143,1100222,100222,0,0,0,0,0,0,0,1,0,0,1
144,1100230,100230,0,0,1,0,0,0,0,0,0,1,0
145,1100233,100233,0,0,0,0,0,0,0,0,1,0,1
146,1100235,100235,0,0,1,0,0,0,0,0,0,1,0
147,1100236,100236,0,0,0,0,0,0,0,1,0,0,1
148,1100237,100237,0,0,0,0,0,0,0,1,0,0,1
149,1100243,100243,0,0,0,0,0,0,0,1,0,0,1
150,1100244,100244,0,0,1,0,0,0,0,0,0,1,0
151,1100249,100249,0,0,1,0,0,0,0,0,0,1,0
152,1100252,100252,0,0,0,0,0,0,0,0,1,0,1
153,1100256,100256,0,0,0,0,0,0,0,0,1,0,1
154,1100257,100257,0,0,0,0,0,0,0,1,0,0,1
155,1100259,100259,0,0,0,0,0,0,0,0,1,0,1
156,1100260,100260,0,0,0,0,0,0,0,0,1,0,1
157,1100265,100265,0,0,0,1,0,0,0,0,0,0,1
158,1100270,100270,0,0,0,0,0,0,0,0,1,0,1
159,1100273,100273,0,0,1,0,0,0,0,0,0,1,0
160,1100276,100276,0,0,1,0,0,0,0,0,0,1,0
161,1100277,100277,0,0,0,0,0,0,0,1,0,0,1
162,1100278,100278,0,0,0,0,0,0,0,1,0,0,1
163,1100279,100279,0,0,1,0,0,0,0,0,0,1,0
164,1100282,100282,0,0,0,0,0,0,1,0,0,1,0
165,1100285,100285,0,0,0,0,1,0,0,0,0,0,1
166,1100289,100289,0,0,0,0,0,0,0,0,1,0,1
167,1100291,100291,0,1,0,0,0,0,0,0,0,0,1
168,1100296,100296,0,0,0,0,0,0,0,1,0,0,1
169,1100297,100297,0,1,0,0,0,0,0,0,0,0,1
170,1100298,100298,0,0,0,0,0,0,0,0,1,0,1
171,1100299,100299,0,0,0,0,0,0,1,0,0,1,0
172,1100301,100301,0,0,1,0,0,0,0,0,0,1,0
173,1100304,100304,0,0,0,0,0,0,0,0,1,0,1
174,1100306,100306,0,0,0,0,0,0,0,0,1,0,1
175,1100307,100307,0,1,0,0,0,0,0,0,0,0,1
176,1100309,100309,0,0,1,0,0,0,0,0,0,1,0
177,1100311,100311,0,0,1,0,0,0,0,0,0,1,0
178,1100314,100314,0,0,1,0,0,0,0,0,0,1,0
179,1100315,100315,0,0,1,0,0,0,0,0,0,1,0
180,1100318,100318,0,0,0,0,0,0,0,0,1,0,1
181,1100319,100319,0,1,0,0,0,0,0,0,0,0,1
182,1100321,100321,0,0,1,0,0,0,0,0,0,1,0
183,1100322,100322,0,0,0,0,0,0,0,0,1,0,1
184,1100324,100324,0,0,1,0,0,0,0,0,0,1,0
185,1100325,100325,0,0,0,0,0,0,0,1,0,0,1
186,1100326,100326,0,0,1,0,0,0,0,0,0,1,0
187,1100328,100328,0,0,0,0,0,0,0,1,0,0,1
188,1100329,100329,0,0,1,0,0,0,0,0,0,1,0
189,1100331,100331,0,0,0,0,0,0,0,1,0,0,1
190,1100333,100333,0,0,0,0,0,0,0,1,0,0,1
191,1100338,100338,0,1,0,0,0,0,0,0,0,0,1
192,1100339,100339,0,0,0,0,0,0,0,1,0,0,1
193,1100340,100340,0,0,0,0,0,0,0,0,1,0,1
194,1100344,100344,0,0,0,0,0,0,0,0,1,0,1
195,1100353,100353,0,0,0,0,0,0,0,0,1,0,1
196,1100396,100396,0,0,0,0,0,0,0,0,1,0,1
197,1100401,100401,0,0,0,0,0,0,0,0,1,0,1
198,1100402,100402,0,0,0,0,0,0,1,0,0,1,0
199,1100412,100412,0,0,1,0,0,0,0,0,0,1,0
200,1100420,100420,0,0,0,0,0,0,0,0,1,0,1
201,1100429,100429,0,0,1,0,0,0,0,0,0,1,0
202,1100432,100432,0,0,0,0,0,0,1,0,0,1,0
203,1100433,100433,0,0,0,0,0,0,0,0,1,0,1
204,1100435,100435,0,0,1,0,0,0,0,0,0,1,0
205,1100436,100436,0,0,0,0,0,0,0,0,1,0,1
206,1100442,100442,0,0,0,0,0,0,0,0,1,0,1
207,1100456,100456,0,0,0,0,0,0,0,1,0,0,1
208,1100460,100460,0,0,0,0,0,0,0,0,1,0,1
209,1100461,100461,0,0,1,0,0,0,0,0,0,1,0
210,1100463,100463,0,0,1,0,0,0,0,0,0,1,0
211,1100464,100464,0,0,1,0,0,0,0,0,0,1,0
212,1100466,100466,0,0,0,0,0,0,0,1,0,0,1
213,1100470,100470,0,0,0,0,0,0,0,0,1,0,1
214,1100474,100474,0,0,0,0,0,0,0,0,1,0,1
215,1100478,100478,0,0,0,0,0,0,0,0,1,0,1
216,1100479,100479,0,0,0,0,0,0,0,0,1,0,1
217,1100480,100480,0,0,1,0,0,0,0,0,0,1,0
218,1100482,100482,0,0,1,0,0,0,0,0,0,1,0
219,1100488,100488,0,0,0,0,0,1,0,0,0,1,0
220,1100490,100490,0,0,1,0,0,0,0,0,0,1,0
221,1100492,100492,0,0,1,0,0,0,0,0,0,1,0
222,1100498,100498,0,0,1,0,0,0,0,0,0,1,0
223,1100499,100499,0,0,0,0,0,0,0,0,1,0,1
224,1100511,100511,0,0,0,0,0,0,0,0,1,0,1
225,1100513,100513,0,0,1,0,0,0,0,0,0,1,0
226,1100519,100519,0,0,0,0,0,0,0,0,1,0,1
227,1100526,100526,0,0,0,0,0,0,0,1,0,0,1
228,1100531,100531,0,0,1,0,0,0,0,0,0,1,0
229,1100532,100532,0,0,0,0,0,0,0,0,1,0,1
230,1100535,100535,0,0,0,0,0,0,0,0,1,0,1
231,1100536,100536,0,0,1,0,0,0,0,0,0,1,0
232,1100538,100538,0,0,1,0,0,0,0,0,0,1,0
233,1100540,100540,0,0,1,0,0,0,0,0,0,1,0
234,1100557,100557,0,0,0,0,0,0,0,0,1,0,1
235,1100563,100563,0,0,0,0,0,0,0,0,1,0,1
236,1100564,100564,0,1,0,0,0,0,0,0,0,0,1
237,1100565,100565,0,0,0,0,0,0,0,1,0,0,1
238,1100568,100568,0,0,1,0,0,0,0,0,0,1,0
239,1100570,100570,0,0,0,0,0,0,0,1,0,0,1
240,1100572,100572,0,0,0,0,0,0,0,1,0,0,1
241,1100583,100583,0,0,0,0,0,0,0,0,1,0,1
242,1100599,100599,0,0,1,0,0,0,0,0,0,1,0
243,1100600,100600,0,0,0,0,0,0,0,1,0,0,1
244,1100602,100602,0,0,0,0,0,0,0,1,0,0,1
245,1100603,100603,0,0,0,0,0,0,0,0,1,0,1
246,1100604,100604,0,0,1,0,0,0,0,0,0,1,0
247,1100605,100605,0,0,0,0,0,0,0,1,0,0,1
248,1100610,100610,0,0,0,0,0,0,0,1,0,0,1
249,1100611,100611,0,0,0,0,0,0,0,1,0,0,1
250,1100616,100616,0,0,1,0,0,0,0,0,0,1,0
251,1100618,100618,0,0,1,0,0,0,0,0,0,1,0
252,1100619,100619,0,0,0,0,0,0,0,1,0,0,1
253,1100621,100621,0,0,0,0,0,0,0,1,0,0,1
254,1100623,100623,0,0,1,0,0,0,0,0,0,1,0
255,1100633,100633,0,0,1,0,0,0,0,0,0,1,0
256,1100635,100635,0,0,1,0,0,0,0,0,0,1,0
257,1100641,100641,0,0,1,0,0,0,0,0,0,1,0
258,1100647,100647,0,0,1,0,0,0,0,0,0,1,0
259,1100648,100648,0,0,0,0,0,0,0,0,1,0,1
260,1100649,100649,0,0,1,0,0,0,0,0,0,1,0
261,1100652,100652,0,0,1,0,0,0,0,0,0,1,0
262,1100654,100654,0,0,1,0,0,0,0,0,0,1,0
263,1100659,100659,0,0,0,0,0,0,0,0,1,0,1
264,1100663,100663,0,0,0,0,0,0,0,1,0,0,1
265,1100672,100672,0,0,0,0,0,0,0,0,1,0,1
266,1100686,100686,0,0,0,0,0,0,1,0,0,1,0
267,1100687,100687,0,0,0,0,0,0,0,0,1,0,1
268,1100688,100688,0,0,0,0,0,0,0,1,0,0,1
269,1100691,100691,0,0,1,0,0,0,0,0,0,1,0
270,1100700,100700,0,0,0,0,0,0,0,1,0,0,1
271,1100705,100705,0,0,0,0,0,0,0,0,1,0,1
272,1100714,100714,0,0,0,0,0,1,0,0,0,1,0
273,1100715,100715,0,0,0,0,0,0,0,1,0,0,1
274,1100720,100720,0,0,1,0,0,0,0,0,0,1,0
275,1100722,100722,0,0,1,0,0,0,0,0,0,1,0
276,1100724,100724,0,0,0,0,0,0,1,0,0,1,0
277,1100727,100727,0,0,0,0,0,0,0,1,0,0,1
278,1100733,100733,0,0,0,0,0,0,0,0,1,0,1
279,1100739,100739,0,0,1,0,0,0,0,0,0,1,0
280,1100743,100743,0,1,0,0,0,0,0,0,0,0,1
281,1100748,100748,0,0,0,0,0,0,0,1,0,0,1
282,1100749,100749,0,0,0,1,0,0,0,0,0,0,1
283,1100757,100757,0,0,0,0,0,0,0,1,0,0,1
284,1100762,100762,0,0,0,0,0,0,0,1,0,0,1
285,1100775,100775,0,0,0,0,0,0,0,0,1,0,1
286,1100777,100777,0,0,0,0,0,0,0,1,0,0,1
287,1100778,100778,0,0,1,0,0,0,0,0,0,1,0
288,1100787,100787,0,0,0,0,0,0,0,1,0,0,1
289,1100788,100788,0,0,0,0,0,0,0,1,0,0,1
290,1100794,100794,0,0,0,0,0,0,0,0,1,0,1
291,1100798,100798,0,0,0,0,0,0,0,0,1,0,1
292,1100800,100800,0,0,0,0,0,0,0,0,1,0,1
293,1100806,100806,0,0,0,0,0,0,0,0,1,0,1
294,1100835,100835,0,0,0,0,0,0,0,0,1,0,1
295,1100838,100838,0,0,0,0,0,0,0,1,0,0,1
296,1100842,100842,0,0,0,0,0,0,0,1,0,0,1
297,1100858,100858,0,0,0,0,0,0,0,0,1,0,1
298,1100859,100859,0,0,0,0,0,0,0,0,1,0,1
299,1100899,100899,0,0,0,0,0,0,0,0,1,0,1
300,1100903,100903,0,0,1,0,0,0,0,0,0,1,0
301,1100904,100904,0,0,0,0,0,0,0,1,0,0,1
302,1100907,100907,0,0,0,0,0,0,0,1,0,0,1
303,1100911,100911,0,0,1,0,0,0,0,0,0,1,0
304,1100912,100912,0,0,1,0,0,0,0,0,0,1,0
305,1100913,100913,0,0,1,0,0,0,0,0,0,1,0
306,1100916,100916,0,0,1,0,0,0,0,0,0,1,0
307,1100921,100921,0,0,0,0,0,0,0,0,1,0,1
308,1100924,100924,0,0,0,0,0,0,0,1,0,0,1
309,1100928,100928,0,0,0,0,0,0,1,0,0,1,0
310,1100932,100932,0,0,1,0,0,0,0,0,0,1,0
311,1100938,100938,0,0,0,0,0,0,0,1,0,0,1
312,1100943,100943,0,0,1,0,0,0,0,0,0,1,0
313,1100944,100944,0,0,0,0,0,0,1,0,0,1,0
314,1100945,100945,0,0,0,0,1,0,0,0,0,0,1
315,1100948,100948,0,0,0,0,0,0,0,1,0,0,1
316,1100950,100950,0,0,1,0,0,0,0,0,0,1,0
317,1100985,100985,0,0,1,0,0,0,0,0,0,1,0
318,1100986,100986,0,0,0,0,0,0,1,0,0,1,0
319,1100988,100988,0,0,0,0,0,0,0,0,1,0,1
320,1100990,100990,0,0,0,0,0,0,0,1,0,0,1
321,1101000,101000,0,0,0,0,0,0,0,1,0,0,1
322,1101014,101014,0,0,0,0,0,0,0,0,1,0,1
323,1101022,101022,0,0,0,0,0,0,0,0,1,0,1
324,1101170,101170,0,0,0,0,0,0,0,0,1,0,1
325,1101196,101196,0,0,0,0,0,0,0,0,1,0,1
326,1101219,101219,0,0,1,0,0,0,0,0,0,1,0
327,1101226,101226,0,0,1,0,0,0,0,0,0,1,0
328,1101237,101237,0,0,1,0,0,0,0,0,0,1,0
329,1101244,101244,0,0,1,0,0,0,0,0,0,1,0
330,1101248,101248,0,1,0,0,0,0,0,0,0,0,1
331,1101261,101261,0,0,0,0,0,0,0,1,0,0,1
332,1101262,101262,0,0,0,0,0,0,0,0,1,0,1
333,1101269,101269,0,0,1,0,0,0,0,0,0,1,0
334,1101285,101285,0,0,0,0,0,0,0,1,0,0,1
335,1101296,101296,0,0,0,0,0,0,0,1,0,0,1
336,1101298,101298,0,0,1,0,0,0,0,0,0,1,0
337,1101300,101300,0,0,0,0,0,0,0,1,0,0,1
338,1101302,101302,0,0,0,0,0,0,1,0,0,1,0
339,1101304,101304,0,0,1,0,0,0,0,0,0,1,0
340,1101310,101310,0,0,0,0,0,0,0,0,1,0,1
341,1101314,101314,0,0,1,0,0,0,0,0,0,1,0
342,1101323,101323,0,0,0,0,0,0,0,1,0,0,1
343,1101346,101346,0,0,1,0,0,0,0,0,0,1,0
344,1101363,101363,0,0,0,0,0,0,0,1,0,0,1
345,1101457,101457,0,0,1,0,0,0,0,0,0,1,0
346,1101466,101466,0,0,0,0,0,0,0,0,1,0,1
347,1101606,101606,0,0,1,0,0,0,0,0,0,1,0
348,1101674,101674,0,0,1,0,0,0,0,0,0,1,0
349,1101677,101677,0,0,0,0,0,0,0,0,1,0,1
350,1101685,101685,0,0,1,0,0,0,0,0,0,1,0
351,1101688,101688,0,0,1,0,0,0,0,0,0,1,0
352,1101703,101703,0,0,0,0,0,1,0,0,0,1,0
353,1101706,101706,0,0,0,0,0,0,0,0,1,0,1
354,1101709,101709,0,0,1,0,0,0,0,0,0,1,0
355,1101717,101717,0,0,1,0,0,0,0,0,0,1,0
356,1101736,101736,0,0,0,0,0,0,0,0,1,0,1
357,1101743,101743,0,0,1,0,0,0,0,0,0,1,0
358,1101744,101744,0,0,0,0,0,0,0,0,1,0,1
359,1101747,101747,0,0,1,0,0,0,0,0,0,1,0
360,1101748,101748,0,0,0,0,0,0,0,0,1,0,1
361,1101754,101754,0,0,0,0,0,0,0,0,1,0,1
362,1101761,101761,0,0,0,0,0,0,0,1,0,0,1
363,1101768,101768,0,0,1,0,0,0,0,0,0,1,0
364,1101779,101779,0,0,0,0,0,1,0,0,0,1,0
365,1101781,101781,0,0,0,0,0,0,0,0,1,0,1
366,1101794,101794,0,0,0,0,0,1,0,0,0,1,0
367,1101799,101799,0,0,0,0,0,0,0,0,1,0,1
368,1101800,101800,0,0,0,0,0,0,0,0,1,0,1
369,1101805,101805,0,0,0,0,0,0,1,0,0,1,0
370,1101809,101809,0,0,0,0,0,0,0,0,1,0,1
371,1101810,101810,0,0,1,0,0,0,0,0,0,1,0
372,1101812,101812,0,0,0,0,0,0,0,1,0,0,1
373,1101817,101817,0,0,0,0,0,0,0,0,1,0,1
374,1101818,101818,0,0,1,0,0,0,0,0,0,1,0
375,1101819,101819,0,0,1,0,0,0,0,0,0,1,0
376,1101820,101820,0,0,0,0,0,0,0,0,1,0,1
377,1101823,101823,0,0,0,0,0,0,0,1,0,0,1
378,1101825,101825,0,0,1,0,0,0,0,0,0,1,0
379,1101826,101826,0,0,0,0,0,0,0,1,0,0,1
380,1101831,101831,0,0,0,0,0,0,0,0,1,0,1
381,1101836,101836,0,0,0,0,0,0,0,0,1,0,1
382,1101839,101839,0,1,0,0,0,0,0,0,0,0,1
383,1101842,101842,0,0,1,0,0,0,0,0,0,1,0
384,1101844,101844,0,0,0,0,0,0,0,1,0,0,1
385,1101847,101847,0,0,0,0,0,0,0,0,1,0,1
386,1101850,101850,0,0,0,0,0,0,0,0,1,0,1
387,1101863,101863,0,0,1,0,0,0,0,0,0,1,0
388,1101866,101866,0,0,0,0,0,0,0,1,0,0,1
389,1101868,101868,0,0,0,0,0,0,0,1,0,0,1
390,1101875,101875,0,0,0,0,0,0,0,1,0,0,1
391,1101885,101885,0,0,0,0,0,0,0,1,0,0,1
392,1101886,101886,0,0,1,0,0,0,0,0,0,1,0
393,1101895,101895,0,0,0,0,1,0,0,0,0,0,1
394,1101896,101896,0,1,0,0,0,0,0,0,0,0,1
395,1101904,101904,0,0,0,0,0,0,0,0,1,0,1
396,1101906,101906,0,0,1,0,0,0,0,0,0,1,0
397,1101911,101911,0,0,0,0,0,0,0,1,0,0,1
398,1101914,101914,0,0,1,0,0,0,0,0,0,1,0
399,1101916,101916,0,0,1,0,0,0,0,0,0,1,0
400,1101923,101923,0,0,0,0,0,0,0,1,0,0,1
401,1101944,101944,0,0,1,0,0,0,0,0,0,1,0
402,1101946,101946,0,0,1,0,0,0,0,0,0,1,0
403,1101954,101954,0,0,0,0,0,0,0,0,1,0,1
404,1101959,101959,0,0,0,0,0,0,0,0,1,0,1
405,1101965,101965,0,0,0,0,0,0,0,1,0,0,1
406,1101976,101976,0,0,0,0,0,0,0,0,1,0,1
407,1101980,101980,0,0,0,0,0,0,0,1,0,0,1
408,1101983,101983,0,0,0,0,0,0,0,1,0,0,1
409,1101990,101990,0,0,0,0,0,0,0,0,1,0,1
410,1101993,101993,0,0,0,0,0,0,0,0,1,0,1
411,1101996,101996,0,0,0,0,0,0,0,1,0,0,1
412,1102001,102001,0,0,0,0,0,0,0,1,0,0,1
413,1102005,102005,0,0,0,0,0,0,0,1,0,0,1
414,1102006,102006,0,0,0,0,0,0,0,0,1,0,1
415,1102010,102010,0,0,0,0,0,0,0,1,0,0,1
416,1102024,102024,0,0,1,0,0,0,0,0,0,1,0
417,1102033,102033,0,0,1,0,0,0,0,0,0,1,0
418,1102048,102048,0,0,0,0,0,0,0,0,1,0,1
419,1102050,102050,0,0,1,0,0,0,0,0,0,1,0
420,1102051,102051,0,1,0,0,0,0,0,0,0,0,1
421,1102053,102053,0,0,0,0,0,0,0,1,0,0,1
422,1102056,102056,0,0,0,0,0,0,0,0,1,0,1
423,1102070,102070,0,0,0,0,0,0,0,1,0,0,1
424,1102078,102078,0,0,0,0,0,0,0,0,1,0,1
425,1102079,102079,0,1,0,0,0,0,0,0,0,0,1
426,1102086,102086,0,0,1,0,0,0,0,0,0,1,0
427,1102092,102092,0,0,0,0,0,0,0,1,0,0,1
428,1102097,102097,0,0,1,0,0,0,0,0,0,1,0
429,1102104,102104,0,0,0,0,0,0,0,0,1,0,1
430,1102110,102110,0,0,0,0,0,0,0,0,1,0,1
431,1102121,102121,0,0,1,0,0,0,0,0,0,1,0
432,1102123,102123,0,0,1,0,0,0,0,0,0,1,0
433,1102127,102127,0,0,1,0,0,0,0,0,0,1,0
434,1102128,102128,0,0,1,0,0,0,0,0,0,1,0
435,1102151,102151,0,0,0,0,0,0,0,1,0,0,1
436,1102160,102160,0,0,1,0,0,0,0,0,0,1,0
437,1102161,102161,0,0,0,0,0,1,0,0,0,1,0
438,1102162,102162,0,0,0,0,0,0,1,0,0,1,0
439,1102167,102167,0,0,0,0,0,0,0,0,1,0,1
440,1102174,102174,0,0,1,0,0,0,0,0,0,1,0
441,1102175,102175,0,0,0,0,0,0,0,1,0,0,1
442,1102179,102179,0,1,0,0,0,0,0,0,0,0,1
443,1102181,102181,0,0,0,0,0,0,0,0,1,0,1
